Timecode In,Timecode Out,Subtitle,Program,Date
00:16:19:02,00:16:21:13,Denn durch die Kampfjet-Begleitung,tagesthemen,15.03.23
00:16:21:15,00:16:24:11,ist nun auch der Geisterflieger sichtbar.,tagesthemen,15.03.23
00:16:24:13,00:16:26:20,"Wenn Russland ohne Transponder fliegt,",tagesthemen,15.03.23
00:16:26:24,00:16:28:18,heisst das normalerweise:,tagesthemen,15.03.23
00:16:28:20,00:16:32:19,"Sie koennen oder wollen nicht zeigen, wer unterwegs ist.",tagesthemen,15.03.23
00:16:32:21,00:16:36:09,Wir wollen wissen: Ist das ein Transportflugzeug?,tagesthemen,15.03.23
00:16:36:11,00:16:39:22,Ist das ein Kampfflugzeug? Ist das bewaffnet?,tagesthemen,15.03.23
00:16:39:24,00:16:43:02,Mit welcher Art von Bewaffnung ist das unterwegs?,tagesthemen,15.03.23
00:16:43:04,00:16:46:05,Christoph Hachmeister hat eine ganze Fotosammlung:,tagesthemen,15.03.23
00:16:46:09,00:16:49:05,"Transporter, Aufklaerer, Kampfjets.",tagesthemen,15.03.23
00:16:51:03,00:16:54:06,"Werden Sie auch getestet, wie schnell Sie da sind?",tagesthemen,15.03.23
00:16:54:10,00:16:56:02,Das ist eine gute Frage.,tagesthemen,15.03.23
00:16:56:04,00:16:57:23,"Das ist reine Spekulation,",tagesthemen,15.03.23
00:16:58:00,00:17:02:01,wie die russischen Streitkraefte uns testen oder ausprobieren wollen.,tagesthemen,15.03.23
00:17:02:03,00:17:05:18,"Wir sind jederzeit bereit und in 15 Minuten in der Luft,",tagesthemen,15.03.23
00:17:05:20,00:17:08:03,um den NATO-Luftraum zu schuetzen.,tagesthemen,15.03.23
00:17:08:07,00:17:09:22,Zumindest bis April.,tagesthemen,15.03.23
00:17:10:03,00:17:14:12,Dann ist nach neun Monaten Schluss fuer ihn und die Bundeswehr in ÈAmari.,tagesthemen,15.03.23
00:17:14:14,00:17:16:21,Die Briten halten die Stellung.,tagesthemen,15.03.23
00:17:16:23,00:17:20:12,Die deutschen Eurofighter werden in diesen Zeiten in der NATO,tagesthemen,15.03.23
00:17:20:16,00:17:25:01,wohl schnell wieder gefragt sein: fuer die Streife ueber den Wolken.,tagesthemen,15.03.23
00:17:27:13,00:17:30:09,"In der Finanzwelt gab es lange kaum etwas,",tagesthemen,15.03.23
00:17:30:13,00:17:34:21,das mehr Verlaesslichkeit umwehte als ein Schweizer Bankkonto.,tagesthemen,15.03.23
00:17:36:09,00:17:40:11,Doch selbst dieses Vertrauen laesst sich wohl erschuettern.,tagesthemen,15.03.23
00:17:42:01,00:17:46:00,Schweizer Banken sind keine losgeloeste Einrichtungen,tagesthemen,15.03.23
00:17:46:02,00:17:47:16,in Bergtaelern.,tagesthemen,15.03.23
00:17:49:11,00:17:52:16,Sondern: international vernetzte Akteure.,tagesthemen,15.03.23
00:17:52:20,00:17:56:08,"Wenn einer der weltweit Groessten ins Wanken geraet,",tagesthemen,15.03.23
00:17:56:10,00:18:00:00,"die Credit Suisse Bank, mit einem Rekord-Boersenverlust:",tagesthemen,15.03.23
00:18:00:02,00:18:04:01,Dann erfasst die Verunsicherung auch andere im Banken-Sektor.,tagesthemen,15.03.23
00:18:04:19,00:18:08:13,Nur Tage nach dem Kollaps der Silicon Valley Bank.,tagesthemen,15.03.23
00:18:08:22,00:18:13:15,Droht ein Finanz-Krisen-Strudel wie nach der Lehman-Brothers-Pleite?,tagesthemen,15.03.23
00:18:14:17,00:18:16:01,Oliver Feldforth.,tagesthemen,15.03.23
00:18:18:01,00:18:21:01,"Ausgerechnet am Zuericher Paradeplatz steht sie,",tagesthemen,15.03.23
00:18:21:05,00:18:23:07,die Zentrale der Credit Suisse.,tagesthemen,15.03.23
00:18:23:09,00:18:25:11,Statt Glanz herrscht hier Krise.,tagesthemen,15.03.23
00:18:25:15,00:18:29:12,Im Gegensatz zur anderen Schweizer Grossbank UBS hatte sie weiter,tagesthemen,15.03.23
00:18:29:16,00:18:33:06,im grossen Stil auf risikoreiches Investmentbanking gesetzt.,tagesthemen,15.03.23
00:18:33:09,00:18:36:19,Skandale und Krisen begleiten die Bank seit Monaten.,tagesthemen,15.03.23
00:18:36:21,00:18:39:21,Der Kurs der Aktie fiel 2022 um 73 %.,tagesthemen,15.03.23
00:18:39:23,00:18:43:12,Die Credit Suisse war schon in der Vergangenheit,tagesthemen,15.03.23
00:18:43:14,00:18:45:12,als Sorgenkind angesehen.,tagesthemen,15.03.23
00:18:46:20,00:18:50:04,"Es ist eine Bank, deren Rechnungspruefer sagte,",tagesthemen,15.03.23
00:18:50:06,00:18:54:10,dass es Schwierigkeiten oder dunkle Stellen auf der Bilanz gibt.,tagesthemen,15.03.23
00:18:54:12,00:18:57:09,Deswegen machen sich die Anleger jetzt Sorgen.,tagesthemen,15.03.23
00:18:57:13,00:18:59:21,Die Grossbank versucht zu beruhigen.,tagesthemen,15.03.23
00:18:59:23,00:19:03:05,"Das Management betont, die Bank sei gut kapitalisiert.",tagesthemen,15.03.23
00:19:03:09,00:19:06:17,Dennoch koennte nach dem Kollaps der Silicon Valley Bank,tagesthemen,15.03.23
00:19:06:21,00:19:10:19,die Verunsicherung der Finanzmaerkte nach Europa schwappen.,tagesthemen,15.03.23
00:19:10:23,00:19:14:18,So hat auch der deutsche Aktienmarkt deutlich nachgegeben.,tagesthemen,15.03.23
00:19:14:23,00:19:19:08,Der DAX landet zum Boersenschluss bei einem Minus von mehr als 3 %.,tagesthemen,15.03.23
00:19:20:15,00:19:23:23,Fragen dazu an unsere Finanzexpertin Anja Kohl,tagesthemen,15.03.23
00:19:25:08,00:19:29:07,"Die Zentralbank der Eidgenossen, die Schweizer Nationalbank,",tagesthemen,15.03.23
00:19:29:11,00:19:31:19,stellte sich hinter die Credit Suisse.,tagesthemen,15.03.23
00:19:31:23,00:19:35:03,Sie will bei Bedarf Liquiditaet zur Verfuegung stellen.,tagesthemen,15.03.23
00:19:35:07,00:19:37:19,Ist die Bank damit aus dem Groebsten raus?,tagesthemen,15.03.23
00:19:37:24,00:19:39:03,Ja.,tagesthemen,15.03.23
00:19:39:05,00:19:42:10,Einen Tag haben sich die Schweizer Zeit gelassen.,tagesthemen,15.03.23
00:19:42:19,00:19:44:23,Das war ein wichtiger Schritt.,tagesthemen,15.03.23
00:19:45:11,00:19:48:03,Die Credit Suisse bleibt fluessig.,tagesthemen,15.03.23
00:19:48:18,00:19:52:13,Viele Kunden werden wohl aus Verunsicherung Gelder abheben.,tagesthemen,15.03.23
00:19:54:09,00:19:57:05,Es gibt Milliarden Mittelabfluesse.,tagesthemen,15.03.23
00:19:58:03,00:20:01:18,Die Zentralbanl kann Milliarden an Geld zuschiessen.,tagesthemen,15.03.23
00:20:04:24,00:20:09:09,"Das Risiko ist kleiner, dass sich andere Banken anstecken.",tagesthemen,15.03.23
00:20:11:10,00:20:14:04,Die Credit Suisse ist systemrelevant.,tagesthemen,15.03.23
00:20:16:21,00:20:20:15,ÈUber die Zukunft der Bank sagt das noch nicht viel aus.,tagesthemen,15.03.23
00:20:21:23,00:20:24:24,Schon vorher war die Bank ein Problemfall.,tagesthemen,15.03.23
00:20:25:01,00:20:27:02,Sie ist jetzt gebrandmarkt.,tagesthemen,15.03.23
00:20:28:04,00:20:32:07,Zweifel schwebt ueber dem ganzen Schweizer Finanzplatz.,tagesthemen,15.03.23
00:20:35:23,00:20:40:01,Wie sehr muessen sich deutsche Bankkunden Sorgen machen?,tagesthemen,15.03.23
00:20:41:19,00:20:44:21,Die Credit Suisse ist kein Einzelfall.,tagesthemen,15.03.23
00:20:46:03,00:20:49:14,Die Kunden ziehen ueberall Gelder von den Banken ab.,tagesthemen,15.03.23
00:20:50:05,00:20:52:19,"ÈUberall da, wo sie nicht wissen,",tagesthemen,15.03.23
00:20:52:21,00:20:55:24,ob die Banken mit der Zinswende zurechtkommen.,tagesthemen,15.03.23
00:20:57:00,00:20:59:19,Aber die deutschen Banken haben genug Kapital.,tagesthemen,15.03.23
00:21:03:18,00:21:07:22,"Es gibt keinen Zweifel, dass Mittel in Milliardenhoehe abfliessen.",tagesthemen,15.03.23
00:21:13:06,00:21:16:21,Morgen muss die EZB ein Zeichen des Vertrauens setzen.,tagesthemen,15.03.23
00:21:17:19,00:21:21:22,"Ich glaube, dass sie Liquiditaet zur Verfuegung stellen wird.",tagesthemen,15.03.23
00:21:24:04,00:21:26:08,Danke fuer die Informationen.,tagesthemen,15.03.23
00:21:29:02,00:21:31:18,"Es war ein langer Winter fuer Studierende,",tagesthemen,15.03.23
00:21:31:20,00:21:34:19,Fachschuelerinnen und -schueler in Deutschland.,tagesthemen,15.03.23
00:21:34:21,00:21:36:19,Sie waren erst leer ausgegangen,tagesthemen,15.03.23
00:21:36:21,00:21:39:22,bei der Unterstuetzung gegen die hohen Energiepreise.,tagesthemen,15.03.23
00:21:39:24,00:21:43:11,Dann versprach die Bundesregierung im September doch Hilfe.,tagesthemen,15.03.23
00:21:43:13,00:21:46:12,Von einer unbuerokratischen Auszahlung war die Rede.,tagesthemen,15.03.23
00:21:46:14,00:21:50:04,"""Noch im Winter"" werde der Zuschuss von 200 Euro ankommen.",tagesthemen,15.03.23
00:21:50:06,00:21:53:18,In fuenf Tagen ist es mit dem Winter kalendarisch vorbei.,tagesthemen,15.03.23
00:21:53:20,00:21:57:18,Und die Energiepreispauschale gegen das Bibbern beim Bueffeln?,tagesthemen,15.03.23
00:21:57:20,00:22:00:15,Die kann seit heute beantragt werden.,tagesthemen,15.03.23
00:22:02:07,00:22:04:04,Wie gut das funktioniert hat:,tagesthemen,15.03.23
00:22:04:08,00:22:06:21,Christian Kretschmer und Andreas Fischer.,tagesthemen,15.03.23
00:22:07:10,00:22:10:18,Das Geld auf der Mensakarte wird immer weniger.,tagesthemen,15.03.23
00:22:10:20,00:22:13:10,Und auch hier steigen die Preise.,tagesthemen,15.03.23
00:22:13:16,00:22:16:07,Mittagessen in der Mensa mit Freunden.,tagesthemen,15.03.23
00:22:16:09,00:22:20:00,Fuer Studentin Sarah aus Trier ist das inzwischen Luxus.,tagesthemen,15.03.23
00:22:20:05,00:22:24:10,Ich zahle fuer dieses Gericht vier 4 Euro - kann ich mir mal leisten.,tagesthemen,15.03.23
00:22:24:14,00:22:27:21,"Wuerde ich taeglich hier essen gehen, waere es zu teuer.",tagesthemen,15.03.23
00:22:27:23,00:22:32:07,"In ihrer Familie ist Sarah die erste, die studiert: Politikwissenschaft.",tagesthemen,15.03.23
00:22:32:09,00:22:36:09,Mit BAfoeG und Kellnern im Nebenjob kommt sie auf 1200 Euro im Monat.,tagesthemen,15.03.23
00:22:36:11,00:22:38:22,500 Euro gehen fuer die Miete drauf.,tagesthemen,15.03.23
00:22:38:24,00:22:42:14,Groessere Ausgaben kann sich die 24-Jaehrige nicht leisten.,tagesthemen,15.03.23
00:22:42:21,00:22:47:06,"Ich habe keine Sparmoeglichkeit, um gut vorbereitet zu sein:",tagesthemen,15.03.23
00:22:47:17,00:22:50:06,"Auf das, was an Energiekosten kommt",tagesthemen,15.03.23
00:22:50:08,00:22:54:00,oder wie die Inflation die Lebensmittelpreise erhoeht.,tagesthemen,15.03.23
00:22:54:05,00:22:57:09,Haeufig bleibt bei ihr deswegen die Heizung aus.,tagesthemen,15.03.23
00:22:57:11,00:23:00:17,"Die Energiepauschale des Bundes braucht Sarah dringend,",tagesthemen,15.03.23
00:23:00:21,00:23:02:21,sie hat lange darauf gewartet.,tagesthemen,15.03.23
00:23:03:00,00:23:07:02,Heute kann sie endlich die 200 Euro ueber eine Plattform beantragen.,tagesthemen,15.03.23
00:23:07:04,00:23:08:20,Zumindest theoretisch.,tagesthemen,15.03.23
00:23:11:09,00:23:14:04,"Ah ja, jetzt geht gar nichts mehr.",tagesthemen,15.03.23
00:23:14:17,00:23:17:07,"Es laedt nicht mehr ... Ah, nein!",tagesthemen,15.03.23
00:23:17:23,00:23:20:03,Eigentlich soll der Online-Antrag,tagesthemen,15.03.23
00:23:20:07,00:23:23:10,ein Vorzeigeprojekt fuer digitale Verwaltung sein.,tagesthemen,15.03.23
00:23:23:14,00:23:27:24,"Was heute bei Sarah und anderen Studierenden nicht funktioniert,",tagesthemen,15.03.23
00:23:28:01,00:23:30:19,haben Bund und Laender ueber Monate entwickelt.,tagesthemen,15.03.23
00:23:30:23,00:23:32:20,"Zu langsam und planlos,",tagesthemen,15.03.23
00:23:32:22,00:23:35:21,kritisiert der Dachverband der Studierendenwerke.,tagesthemen,15.03.23
00:23:36:00,00:23:39:07,"Man hat am 4. September gesagt, es gibt diese Hilfe,",tagesthemen,15.03.23
00:23:39:09,00:23:42:14,"wusste aber nicht, wie man es umsetzen soll.",tagesthemen,15.03.23
00:23:44:21,00:23:48:22,"Die Studierenden verlieren in dieser Zeit, in der sie warten muessen,",tagesthemen,15.03.23
00:23:49:01,00:23:50:19,das Vertrauen in den Staat.,tagesthemen,15.03.23
00:23:50:23,00:23:54:01,"200 Euro Einmalzahlung reichen ohnehin nicht aus,",tagesthemen,15.03.23
00:23:54:03,00:23:55:14,sagt Studentin Sarah.,tagesthemen,15.03.23
00:23:55:18,00:23:58:22,"An der Uni beraet sie ehrenamtlich andere Studierende,",tagesthemen,15.03.23
00:23:59:01,00:24:00:22,immer mehr wegen Geldsorgen.,tagesthemen,15.03.23
00:24:01:01,00:24:03:23,"Eine Studentin war bei mir, die geweint hat,",tagesthemen,15.03.23
00:24:04:00,00:24:06:18,weil sie kein Geld mehr zur Verfuegung hatte.,tagesthemen,15.03.23
00:24:07:05,00:24:09:09,Rund ein Drittel der Studierenden,tagesthemen,15.03.23
00:24:09:13,00:24:13:09,sind laut Statistischem Bundesamt armutsgefaehrdet - auch Sarah.,tagesthemen,15.03.23
00:24:13:13,00:24:17:07,"Verbaende fordern bessere staatliche Hilfe, eine BAfoeG-Reform.",tagesthemen,15.03.23
00:24:17:09,00:24:20:19,Studierende muessen dauerhaft aus der Armut gefuehrt werden.,tagesthemen,15.03.23
00:24:20:23,00:24:24:15,Bisher ist BAfoeG selbst im Hoechstbetrag unter dem Buergergeld.,tagesthemen,15.03.23
00:24:24:19,00:24:29:16,"Wer allerdings BAfoeG-berechtigt ist, hat keinen Anspruch auf Buergergeld.",tagesthemen,15.03.23
00:24:29:18,00:24:33:19,Das BAfoeG muss existenzsichernd ausgestattet werden.,tagesthemen,15.03.23
00:24:34:12,00:24:38:06,Auch fuer Sarah waere mehr BAfoeG eine grosse Entlastung.,tagesthemen,15.03.23
00:24:38:08,00:24:41:12,"Derzeit fuehlt sie sich, wie viele Studierende,",tagesthemen,15.03.23
00:24:41:14,00:24:44:00,von der Politik ziemlich alleingelassen.,tagesthemen,15.03.23
00:24:46:08,00:24:49:15,"Es gibt keine zweite Chance fuer einen ersten Eindruck,",tagesthemen,15.03.23
00:24:49:17,00:24:51:02,heisst es.,tagesthemen,15.03.23
00:24:51:04,00:24:53:12,Wo gilt das mehr als bei einem Date?,tagesthemen,15.03.23
00:24:53:14,00:24:57:05,"Selbst schoenste Kerzenlicht-Romantik kann schwer uebertuenchen,",tagesthemen,15.03.23
00:24:57:07,00:24:59:10,wenn man merkt: Es passt nicht.,tagesthemen,15.03.23
00:24:59:12,00:25:02:12,"Wer dann nicht einen Abend vergeuden will,",tagesthemen,15.03.23
00:25:02:14,00:25:05:13,duerfte am Speed-Dating Gefallen finden.,tagesthemen,15.03.23
00:25:05:15,00:25:09:17,In wenigen Minuten einen gemeinsamen Nenner finden - oder eben nicht.,tagesthemen,15.03.23
00:25:09:19,00:25:10:24,"Naechster, bitte!",tagesthemen,15.03.23
00:25:11:01,00:25:14:06,"Ein Prinzip, das sich auch Unternehmen zu eigen machen,",tagesthemen,15.03.23
00:25:14:11,00:25:15:24,die Auszubildene suchen.,tagesthemen,15.03.23
00:25:16:01,00:25:18:09,"Denn den einen oder die eine zu finden,",tagesthemen,15.03.23
00:25:18:13,00:25:21:03,scheint immer schwieriger zu werden.,tagesthemen,15.03.23
00:25:25:22,00:25:28:23,Ihr Stand soll einen guten Eindruck machen.,tagesthemen,15.03.23
00:25:29:03,00:25:31:16,Stefanie Beys und einer ihrer Azubis,tagesthemen,15.03.23
00:25:31:18,00:25:34:07,erwarten mehrere Bewerber zum Speed-Date.,tagesthemen,15.03.23
00:25:34:09,00:25:35:22,Die Personalerin weiss:,tagesthemen,15.03.23
00:25:36:01,00:25:39:10,Unternehmen duerfen nicht allzu waehlerisch sein.,tagesthemen,15.03.23
00:25:39:22,00:25:43:02,Die jungen Leute schauen vielleicht auch mehr:,tagesthemen,15.03.23
00:25:43:04,00:25:45:15,Passt das Unternehmen zu mir?,tagesthemen,15.03.23
00:25:45:17,00:25:48:06,"Ist es das, was ich wirklich machen moechte?",tagesthemen,15.03.23
00:25:48:08,00:25:51:20,"Da muss man als Unternehmen einiges in die Waagschale werfen,",tagesthemen,15.03.23
00:25:51:24,00:25:55:06,"um den guten Azubi zu bekommen, den motivierten Schueler.",tagesthemen,15.03.23
00:25:55:10,00:25:59:07,"Also sind heute eher Sie die Bewerberin?Ja, vielleicht.",tagesthemen,15.03.23
00:25:59:09,00:26:02:24,"Beim Speed-Dating in Dueren entscheiden nicht die Unternehmen,",tagesthemen,15.03.23
00:26:03:03,00:26:06:03,"sondern die angehenden Azubis, mit wem sie reden.",tagesthemen,15.03.23
00:26:06:07,00:26:09:11,Aus 50 Arbeitgebern suchen sie ihre Favoriten aus.,tagesthemen,15.03.23
00:26:09:15,00:26:12:22,Laith Alkassar (19) hat ein klares Ziel:,tagesthemen,15.03.23
00:26:13:09,00:26:16:23,Ich wuerde gerne Fachkraft fuer Lagerlogistik.,tagesthemen,15.03.23
00:26:17:04,00:26:21:19,"Das hat von beiden Seiten was, Handwerk, aber auch kaufmaennisch,",tagesthemen,15.03.23
00:26:23:15,00:26:27:15,dass man am Computer sitzt und die Sachen eintraegt.,tagesthemen,15.03.23
00:26:29:02,00:26:31:18,"Lagerlogistik - eine Ausbildung,",tagesthemen,15.03.23
00:26:31:21,00:26:36:00,die auch das Haustechnik-Unternehmen von Stefanie Beys anbietet.,tagesthemen,15.03.23
00:26:36:08,00:26:38:03,"Sie fahren Gabelstapler,",tagesthemen,15.03.23
00:26:38:07,00:26:41:07,das wird auf jeden Fall eine Aufgabe von Ihnen.,tagesthemen,15.03.23
00:26:41:09,00:26:43:16,Den Fuehrerschein zahlen wir Ihnen.,tagesthemen,15.03.23
00:26:43:20,00:26:47:00,Sie packen dann die Ware zusammen mit Ihren Kollegen,tagesthemen,15.03.23
00:26:47:04,00:26:51:05,und machen die Touren fertig zu den Handwerkern auf die Baustelle.,tagesthemen,15.03.23
00:26:51:07,00:26:53:12,Zehn Minuten dauert das Gespraech.,tagesthemen,15.03.23
00:26:53:16,00:26:56:06,Und es geht schnell um einen wunden Punkt:,tagesthemen,15.03.23
00:26:56:10,00:27:00:09,Der Realschulabsolvent hat schon zwei Ausbildungen abgebrochen.,tagesthemen,15.03.23
00:27:00:11,00:27:04:08,"Leider hab ich wieder 'ne Ausbildung angefangen habe,",tagesthemen,15.03.23
00:27:04:10,00:27:07:17,diesmal als Kaufmann fuer Bueromanagement.,tagesthemen,15.03.23
00:27:09:12,00:27:12:18,"Okay, vorher handwerklich, jetzt im Buero.",tagesthemen,15.03.23
00:27:12:23,00:27:16:00,"Genau, hat leider auch nicht geklappt.",tagesthemen,15.03.23
00:27:20:08,00:27:22:06,Woran lag's da fuer Sie?,tagesthemen,15.03.23
00:27:23:23,00:27:26:20,Fuer mich war das gar kein Problem.,tagesthemen,15.03.23
00:27:26:22,00:27:30:05,Aber der Chef war nicht so zufrieden mit mir.,tagesthemen,15.03.23
00:27:30:12,00:27:32:18,Diese Offenheit kommt gut an:,tagesthemen,15.03.23
00:27:32:24,00:27:35:04,"Er hat mir ehrlich gesagt,",tagesthemen,15.03.23
00:27:35:06,00:27:39:04,die zweite Ausbildung haette der Arbeitgeber abgebrochen.,tagesthemen,15.03.23
00:27:39:06,00:27:42:13,Das haette er mir auch anders verkaufen koennen.,tagesthemen,15.03.23
00:27:42:15,00:27:46:16,"Muss man sich mal unterhalten, wo da die Beweggruende lagen.",tagesthemen,15.03.23
00:27:47:15,00:27:51:15,"Aber ein Hinderungsgrund seien abgebrochene Ausbildungen nicht,",tagesthemen,15.03.23
00:27:51:17,00:27:53:24,wichtiger sei die Motivation.,tagesthemen,15.03.23
00:27:54:22,00:27:58:06,"Fuer Laith Alkassar geht es schon zum naechsten Date,",tagesthemen,15.03.23
00:27:58:08,00:28:00:17,diesmal mit einem Konservenhersteller.,tagesthemen,15.03.23
00:28:00:19,00:28:05:03,"Insgesamt fuenf Unternehmen trifft er, mehr ist wohl auch nicht noetig.",tagesthemen,15.03.23
00:28:05:08,00:28:09:06,Wir wuerden uns gerne Ihre Kontaktdaten aufschreiben.,tagesthemen,15.03.23
00:28:09:11,00:28:13:06,Alle seine Gespraechspartner wollen in Kontakt bleiben.,tagesthemen,15.03.23
00:28:13:08,00:28:17:00,Der 19-Jaehrige ist wie viele Bewerber heiss begehrt.,tagesthemen,15.03.23
00:28:17:05,00:28:20:16,Es ist ein schoenes Gefuehl und motivierend.,tagesthemen,15.03.23
00:28:23:17,00:28:25:13,Das fuehl ich gerade so.,tagesthemen,15.03.23
00:28:25:18,00:28:29:10,Bei den Arbeitgebern ist die Stimmung weniger euphorisch.,tagesthemen,15.03.23
00:28:29:12,00:28:32:19,Immer wieder bleiben Bewerberstuehle leer.,tagesthemen,15.03.23
00:28:32:21,00:28:35:21,"Die Haustechnik-Firma hatte nur vier Gespraeche,",tagesthemen,15.03.23
00:28:36:00,00:28:38:05,denkt schon ueber neue Wege nach.,tagesthemen,15.03.23
00:28:38:09,00:28:41:19,"Wir setzen mehr drauf, an die Schulen zu gehen",tagesthemen,15.03.23
00:28:41:21,00:28:45:05,"und da Werbung zu machen, das Berufsbild zu erlaeutern.",tagesthemen,15.03.23
00:28:45:07,00:28:48:23,"20 Ausbildungsplaetze hat die Firma ab August zu vergeben,",tagesthemen,15.03.23
00:28:49:00,00:28:51:15,knapp die Haelfte ist noch unbesetzt.,tagesthemen,15.03.23
00:28:51:17,00:28:54:10,Schon eine Stunde vor Ende der Veranstaltung,tagesthemen,15.03.23
00:28:54:14,00:28:57:19,packt die Ausbildungsleiterin enttaeuscht ihre Sachen.,tagesthemen,15.03.23
00:28:57:23,00:28:59:06,Immerhin:,tagesthemen,15.03.23
00:28:59:08,00:29:02:10,"Die Kandidaten, die da waren, seien klasse gewesen.",tagesthemen,15.03.23
00:29:04:13,00:29:07:13,"Weitere Nachrichten jetzt mit dir, Susanne.",tagesthemen,15.03.23
00:29:07:19,00:29:12:04,Und da blicken wir auf die Zukunft der Wasserversorgung in Deutschland.,tagesthemen,15.03.23
00:29:13:16,00:29:17:07,Das Kabinett hat eine Nationale Wasserstrategie beschlossen:,tagesthemen,15.03.23
00:29:17:11,00:29:20:06,Um die Trinkwasserversorgung in Deutschland,tagesthemen,15.03.23
00:29:20:10,00:29:24:04,langfristig zu gewaehrleisten und das Grundwasser zu schuetzen.,tagesthemen,15.03.23
00:29:24:06,00:29:27:19,Der Entwurf von Umweltministerin Lemke enthaelt 80 Massnahmen.,tagesthemen,15.03.23
00:29:27:24,00:29:31:03,"Sie sollen dafuer sorgen, dass das Trinkwasser auch 2050",tagesthemen,15.03.23
00:29:31:07,00:29:33:02,gesund und erschwinglich sei.,tagesthemen,15.03.23
00:29:33:06,00:29:36:24,Industrie und Landwirtschaft muessten dafuer ihren Wasserverbrauch,tagesthemen,15.03.23
00:29:37:03,00:29:40:18,und ihre Bewaesserungssysteme an Klimaveraenderungen anpassen.,tagesthemen,15.03.23
00:29:40:20,00:29:44:04,"Auch Schutzmassnahmen vor Hochwasser, Starkregen und Hitze",tagesthemen,15.03.23
00:29:44:08,00:29:45:23,sind Teil der Strategie.,tagesthemen,15.03.23
00:29:47:02,00:29:50:01,Nach heftigen Regenfaellen im Suedosten der Tuerkei,tagesthemen,15.03.23
