,Content Type,Date,Program,Speaker Description,Speaker Name,Subtitle,affiliation,Processed
361,O-Ton,2023-04-19,tagesschau,Fraktionsvorsitzender FDP,Christian Dürr,Nicht ueberall passt die Waermepumpe.,FDP,Ueberall passen Waermepumpe
362,O-Ton,2023-04-19,tagesschau,Fraktionsvorsitzender FDP,Christian Dürr,"Die Union kritisiert, dass Buerger verunsichert werden.",FDP,Union kritisieren Buerger verunsichern
363,O-Ton,2023-04-19,tagesschau,stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,Das Gesetz hat schon in der Koalition keine Mehrheit.,CDU/CSU,Gesetz schon Koalition Mehrheit
364,O-Ton,2023-04-19,tagesschau,stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,Das ist ein bemerkenswerter Vorgang.,CDU/CSU,bemerkenswert Vorgang
365,O-Ton,2023-04-19,tagesschau,stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,Das Chaos bei der Waermewende geht weiter.,CDU/CSU,Chaos Waermewende gehen
366,O-Ton,2023-04-19,tagesschau,stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,In einem sind sich Union und Ampel einig:,CDU/CSU,Union Ampel
368,O-Ton,2023-04-19,tagesschau,Korrespondent,Justus Kliss,auf treibhausneutrale Heizungen komplett geschafft sein.,ARD,Treibhausneutral Heizunge komplett schaffen
369,O-Ton,2023-04-19,tagesschau,Korrespondent,Justus Kliss,"Der kostet Buerger viel Geld, hier setzt das Foerderprogramm an.",ARD,kosten buerger Geld setzen Foerderprogramm
370,O-Ton,2023-04-19,tagesschau,Korrespondent,Justus Kliss,Bei der Grundfoerderung nutzt die Ampel das Giesskannenprinzip:,ARD,Grundfoerderung nutzen Ampel Giesskannenprinzip
371,O-Ton,2023-04-19,tagesschau,Korrespondent,Justus Kliss,Alle profitieren - kleine Wohnungsbesitzer und Millionaere.,ARD,profitier   klein Wohnungsbesitzer millionaere
372,O-Ton,2023-04-19,tagesschau,Korrespondent,Justus Kliss,Deutsche Sicherheitsbehoerden sehen weiter eine grosse Gefahr,ARD,deutsch Sicherheitsbehoerde sehen groß Gefahr
373,O-Ton,2023-04-19,tagesthemen,stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,Das ist ein bemerkenswerter Vorgang.,CDU/CSU,bemerkenswert Vorgang
376,O-Ton,2023-04-19,tagesschau,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD Gesetz wird nicht dazu",Klara Geywitz,weil sie sich nicht an das Gesetz halten koennen.,SPD,Gesetz halten Koenn
377,O-Ton,2023-04-19,tagesschau,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD Gesetz wird nicht dazu",Klara Geywitz,"Und Menschen werden nicht gezwungen, ihr Haus zu verkaufen,",SPD,Mensch zwingen Haus verkaufen
378,O-Ton,2023-04-19,tagesschau,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD Gesetz wird nicht dazu",Klara Geywitz,Es wird niemand ohne Heizung da sitzen.,SPD,niemand Heizung sitzen
380,O-Ton,2023-04-19,tagesschau,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Die Bauministerin betont, Heizungen, die funktionieren,",Die Grünen,Bauministerin betonen heizungen Funktioniere
381,O-Ton,2023-04-19,tagesschau,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Andere Laender haben das frueher getan.,Die Grünen,Laender Frueher tun
382,O-Ton,2023-04-19,tagesschau,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,und fangen sie spaet an.,Die Grünen,fangen spaet
383,O-Ton,2023-04-19,tagesschau,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Wir haben eine grosse Aufgabe vor uns,Die Grünen,groß Aufgabe
388,O-Ton,2023-04-19,tagesthemen,stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,hat schon in der Koalition keine Mehrheit.,CDU/CSU,schon Koalition Mehrheit
389,O-Ton,2023-04-19,tagesschau,Fraktionsvorsitzender FDP,Christian Dürr,Wir wollen aber technologieoffen sein.,FDP,technologieoffen
390,O-Ton,2023-04-19,tagesthemen,Fraktionsvorsitzender FDP,Christian Dürr,Die ÈAnderungswuensche der FDP bieten der Opposition Angriffsflaeche:,FDP,èanderungswuensch FDP bieten Opposition angriffsflaech
391,O-Ton,2023-04-19,tagesthemen,Handwerkskammer Potsdam,Jan-Hendrik Aust,dass ich erheblich Betriebskosten einsparen.,Expert,erheblich betriebskost einsparen
392,O-Ton,2023-04-19,tagesthemen,Handwerkskammer Potsdam,Jan-Hendrik Aust,"In der langen Sicht kann es aber sein,",Expert,lang Sicht
393,O-Ton,2023-04-19,tagesthemen,Handwerkskammer Potsdam,Jan-Hendrik Aust,Und ich muss Zusatzinvestitionen taetigen.,Expert,Zusatzinvestition taetigen
412,O-Ton,2023-04-19,tagesthemen,Handwerkskammer Potsdam,Jan-Hendrik Aust,Denn der Betrieb von ÈOl- und Gasheizungen wird deutlich teurer.,Expert,Betrieb èol Gasheizung deutlich teuer
416,O-Ton,2023-04-19,tagesthemen,Fraktionsvorsitzender FDP,Christian Dürr,Insofern wird es ÈAnderungen im Gesetzentwurf geben.,FDP,insofern èanderungen Gesetzentwurf geben
418,O-Ton,2023-04-19,tagesthemen,Fraktionsvorsitzender FDP,Christian Dürr,Zu den Haeusern in Deutschland.,FDP,Haeuser Deutschland
419,O-Ton,2023-04-19,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Was wir machen, muss zur Lebensrealitaet von Menschen passen.",Die Grünen,lebensrealitaet Mensch passen
420,O-Ton,2023-04-19,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Trotzdem, Zweifel bleiben:",Die Grünen,trotzdem Zweifel bleiben
421,O-Ton,2023-04-19,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Das Geld kommt aus dem Klima- und Transformationsfond.,Die Grünen,Geld kommen Klima Transformationsfond
423,O-Ton,2023-04-19,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Bedenken vom Koalitionspartner Ð,Die Grünen,Bedenken Koalitionspartner ð
424,O-Ton,2023-04-19,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,wird kein Unterschied gemacht.,Die Grünen,Unterschied
427,O-Ton,2023-04-19,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,mit Blick auf Finanzierbarkeit und Umsetzbarkeit.,Die Grünen,Blick Finanzierbarkeit Umsetzbarkeit
429,O-Ton,2023-04-19,tagesthemen,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD",Klara Geywitz,an die Anforderung dieses Gesetzes halten koennen.,SPD,Anforderung Gesetz halten Koenn
430,O-Ton,2023-04-19,tagesthemen,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD",Klara Geywitz,Weil sie sich nicht,SPD,
431,O-Ton,2023-04-19,tagesthemen,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD",Klara Geywitz,ihr Haus zu verkaufen.,SPD,Haus verkaufen
432,O-Ton,2023-04-19,tagesthemen,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD",Klara Geywitz,"Und auch nicht, dass Menschen gezwungen sind,",SPD,Mensch zwingen
433,O-Ton,2023-04-19,tagesthemen,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD",Klara Geywitz,"Es wird nicht dazu fuehren, dass jemand ohne Heizung da sitzt.",SPD,fuehren jemand Heizung sitzen
436,O-Ton,2023-04-19,tagesthemen,"Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD",Klara Geywitz,So sieht das Foerderkonzept Klimagerecht Heizen aus:,SPD,sehen Foerderkonzept Klimagerecht heizen
438,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,zur Flexibilisierung der Grunderwerbssteuer.,SPD,Flexibilisierung Grunderwerbssteuer
439,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Christian Lindner ist in Gespraechen mit den Laendern,",SPD,Christian Lindner gespraech Laender
440,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Dadurch wird es pro Stueckzahl billiger.,SPD,dadurch pro Stueckzahl billig
441,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Das Paar kann sich demnaechst das Eigenheim wieder leisten?,SPD,Paar demnaechst Eigenheim leisten
442,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Wir muessen durch Digitalisierung und seriellen Wohnungsbau,",SPD,muessen Digitalisierung seriell Wohnungsbau
443,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Es wird nicht nur darum gehen, dass wir die Foerderung staerken.",SPD,darum gehen Foerderung staerken
444,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Wichtig ist, dass wir uns anschauen, was der Experte sagt.",SPD,wichtig anschauen Experte sagen
445,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Die wurde zuletzt stark nach oben gesetzt.,SPD,zuletzt stark oben setzen
446,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,das ist bei Einfamilienhaeusern schon gross.,SPD,Einfamilienhaeuser schon Gross
447,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Das sind zusaetzliche Belastungen fuer Familien, die bauen wollen.",SPD,zusaetzlich Belastung Fuer Familie bauen
448,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Die Baubranche ist diejenige,",SPD,baubranche derjenige
449,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Einen niedrigeren Steuersatz beim ersten selbstgenutzten Haus.,SPD,niedrig Steuersatz erster selbstgenutzt Haus
450,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Das finde ich einen guten Vorschlag.,SPD,finden gut Vorschlag
451,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Christian Lindner ist in Gespraechen zur Umsetzung.,SPD,Christian Lindner gespraech Umsetzung
452,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Wie kann es sein, dass wir seit Jahren",SPD,seit Jahr
453,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Und die Situation sich trotz aller Bemuehen weiter verschlechtert?,SPD,Situation trotz Bemueh verschlechtern
454,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Die Bauindustrie hat Kapazitaeten aufgebaut.,SPD,Bauindustrie Kapazitaet aufbauen
455,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Auch im Bauhandwerk sind die Ausbildungszahlen hochgegangen,SPD,Bauhandwerk ausbildungszahl Hochgegang
456,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,und es wurden Kapazitaeten ausgebaut.,SPD,Kapazitaet ausbauen
457,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Aber die Bevoelkerung waechst schneller als prognostiziert.,SPD,Bevoelkerung waechst schnell prognostizieren
458,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Es ist das groesste Programm seit der Wiedervereinigung.,SPD,groes Programm seit Wiedervereinigung
459,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Da gibt es den Vorschlag:,SPD,geben Vorschlag
460,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Dort werden Azubi- und Studentenwohnheime gebaut.,SPD,Azubi Studentenwohnheime bauen
462,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"auch, wenn man Anteile erwerben will.",SPD,Anteil erwerben
464,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,die am schnellsten auf Zinssteigerungen reagiert.,SPD,schnell Zinssteigerung reagieren
471,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Zugeschaltet ist mir jetzt Bauministerin Klara Geywitz.,SPD,zugeschalten Bauministerin Klara Geywitz
472,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Guten Abend.Guten Abend.,SPD,gut Abendgute Abend
473,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Jetzt starten wir ein Programm: 500 Mio. fuer junges Wohnen.,SPD,starten Programm 500 Mio Fuer jung wohnen
474,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Im Beitrag haben wir gesehen, dass sich ein Paar",SPD,Beitrag sehen Paar
475,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Was raten Sie ihnen?,SPD,raten
476,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Das sind Sachen, die passieren,",SPD,Sache passieren
477,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,weil die Zinsen extrem nach oben gegangen sind.,SPD,Zins extrem oben gehen
478,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Wir sehen momentan eine kleine positive Entwicklung,SPD,sehen momentan klein positiv Entwicklung
479,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,der Baukosten.,SPD,Baukoste
480,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,2022 ist aufgrund der Explosion der Gaspreise,SPD,2022 aufgrund Explosion Gaspreise
481,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,auch in der Baubranche vieles teurer geworden.,SPD,Baubranche viele teuer
482,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Hier gehen Materialpreise wieder zurueck.,SPD,gehen materialpreise Zurueck
483,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Wir starten ab 1.6. eine Foerderung fuer Familien im Eigentumserwerb.,SPD,starten ab 16 Foerderung Fuer Familie Eigentumserwerb
484,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Wir haben auch eine Foerderung fuer Genossenschaften,",SPD,Foerderung Fuer genossenschafen
485,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,mit mittlerem Einkommen kein Eigenheim leisten kann.,SPD,mittler Einkommen Eigenheim leisten
486,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Deswegen haben wir eine doppelte Herausforderung.,SPD,deswegen doppelt Herausforderung
487,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,um die Luecke zu schliessen?,SPD,Luecke schliessen
488,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Gleichzeitig gibt es Probleme wegen der gestiegenen Zinsen.,SPD,gleichzeitig geben Problem wegen gestiegen Zins
489,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Die Laender geben selber auch Mittel ein.,SPD,Laender geben selber Mittel
490,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Ich bin sicher,",SPD,sicher
491,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,dass wir einen Anstieg der Sozialwohnungen sehen werden.,SPD,Anstieg Sozialwohnung sehen
492,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Erste Bundeslaender haben es geschafft:,SPD,erster Bundeslaender schaffen
493,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Es fallen nicht mehr Wohnungen aus der Bindung,",SPD,fallen mehr Wohnung Bindung
494,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"sondern es stehen neue zur Verfuegung, z.B. Bremen.",SPD,stehen neu Verfuegung zb Bremen
495,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Sie haben sich mit Baubranchen-Vertretern getroffen.,SPD,baubranchenvertreter treffen
496,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Die fordern ein Sondervermoegen von 50 Mrd. Euro.,SPD,fordern Sondervermoegen 50 mrd Euro
497,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Lohnt es, da mit dem Finanzminister drueber zu sprechen?",SPD,lohnen Finanzminister Drueber sprechen
498,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Sondervermoegen klingt ja immer nach Reichtum -,SPD,Sondervermoegen klingen ja immer Reichtum
499,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Wir haben seitdem die Mittel erhoeht auf 14,5 Mrd.",SPD,seitdem Mittel erhoehen 145 mrd
500,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,ist aber zusaetzliche Schulden.,SPD,zusaetzlich Schuld
501,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Daher muessen wir mit dem Geld auskommen, das der Staat hat.",SPD,daher muessen Geld auskommen Staat
502,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Die Schuldenbremse gilt.,SPD,Schuldenbremse gelten
503,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Ich spreche deshalb mit Christian Lindner ueber eine Neubaufoerderung,SPD,sprechen deshalb Christian Lindner ueber neubaufoerderung
504,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"fuer Familien, Genossenschaften und Private.",SPD,Fuer Familie genossenschafn privat
505,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Ein Sondervermoegen hiesse zu Lasten unserer Kinder Schulden aufzunehmen.,SPD,sondervermoeg hiesse Last Kind Schuld aufnehmen
506,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Das ist nicht gut.,SPD,gut
507,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Vielen Dank fuer das Gespraech.,SPD,viele dank Fuer Gespraech
508,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Sehr gerne.,SPD,gerne
509,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Das Gespraech haben wir aufgezeichnet.,SPD,Gespraech aufgezeichnen
510,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Die Wohnungsmisere und der Anteil der Regierung daran.,SPD,Wohnungsmisere Anteil Regierung daran
511,O-Ton,2023-04-20,tagesthemen,über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Wir sind nicht mehr in den Corona-Jahren.,SPD,mehr coronajahren
