Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration,Subtitles
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,Bildinhalt,Jens Riewa,Moderation,Robert Habeck bei Pressekonferenz,2023-05-22,20:00:55.07,"0'17""",
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,Bildinhalt,Jens Riewa,Moderation,Archivmaterial: Handwerker Heizungsanlage,2023-05-22,20:01:13.05,"0'12""",
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,Bildinhalt,Jens Riewa,Moderation,Grafik: geplantes Heizungsgesetz,2023-05-22,20:01:41.11,"0'14""",
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,Bildinhalt,Jens Riewa,Moderation,Bundeswirtschaftsministerium (Gebäude außen) O-Ton,2023-05-22,20:01:56.02,"0'08""",
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,(über PhilippNimmermann),2023-05-22,20:00:57.17,"0'15""",
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,O-Ton,Bijan Djir-Sarai,Generalsekretär FDP,"(zum Gebäudeenergiegesetz: Wenn man sich ansieht, was auf demTisch liegt, das ist eine so große Baustelle, dass ich mir nicht vorstellen kann, dass wir in dieserSitzungswoche geschweige denn vor der Sommerpause ein Ergebnis erzielen können)",2023-05-22,20:01:25.23,"0'15""",
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,O-Ton,Rolf Mützenich,Fraktionsvorsitzender SPD,"(Kritik an FDP: Es nervt auch die Fraktionsspitzen, von daherhoffe ich, dass in den nächsten Stunden ein Umdenken möglich ist; die FDP muss in der Lage sein, auch zubelastbaren Beratungen im Bundestag zu kommen)",2023-05-22,20:02:11.05,"0'14""",
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,O-Ton,Andreas Jung,Fraktion CDU/CSU,"(Der Streit der Ampel führt zu Verunsicherungen bei den Menschen; erführt zu einer Hängepartie im Verfahren und er führt zu einem run auf Öl- und Gasheizungen, also demexakten Gegenteil, was mit der Wärmewende bezweckt ist)",2023-05-22,20:02:32.01,"0'12""",
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,O-Ton,Martin Schirdewan,Vorsitzender Die Linke,"(Die Förderprogramme, die jetzt diskutiert werden, müssen nachEinkommensklassen gestaffelt sein, um soziale Gerechtigkeit walten zu lassen)",2023-05-22,20:02:44.08,"0'09""",
Tagesschau,01 Philipp Nimmermann wird Graichen-Nachfolger,O-Ton,Kirsten Girschick,Korrespondent,Aufsager,2023-05-22,20:02:53.15,"0'22""",
Tagesschau,Streit um Heizungsgesetz Di 20:00 01,Einspieler,,,,2023-05-22,,"2'18""","Hier ist das Erste Deutsche Fernsehen mit der tagesschau. Diese Sendung wurde Vom NDR live untertitelt (22.05.2023) Heute im Studio: Jens Riewa. Guten Abend, ich begruesse Sie zur tagesschau. Nach der Entlassung von Staatssekretaer Graichen steht dessen Nachfolger im Wirtschaftsministerium fest: Der Gruenen-Politiker Nimmermann (57) wird den Posten uebernehmen, Damit auch die Weichenstellungen fuer das umstrittene Heizungsgesetz. Er wechselt aus dem hessischen Wirtschaftsministerium nach Berlin. Laut Wirtschaftsminister Habeck wird Nimmermann mit ""frischem Blick"" Prozesse neu durchdenken. Hier zieht bald ein neuer Staatssekretaer ein Ð der Ex-Banker Philipp Nimmermann. Er war schon im Finanzministerium in Schleswig-Holstein, wechselte dann ins hessische Wirtschaftsministerium. Robert Habeck zufrieden: Er ist ein erfahrener Verwaltungschef, seit vielen Jahren Staatssekretaer. Ein Kenner von Energiemaerkten und ein guter ÈOkonom, der die Energiewende mit Leidenschaft bereichern wird. Statt Leidenschaft koennte der Neue eher Leidensfaehigkeit brauchen, denn bei dem Thema Heizungsgesetz hat sich die Koalition verhakt. Die FDP fordert, das Gesetz komplett umzuarbeiten: Wenn man sich anschaut, was auf dem Tisch liegt, ist es eine grosse Baustelle. Ich kann mir nicht vorstellen, dass wir vor der Sommerpause ein Ergebnis erzielen koennen. Es gibt beim geplanten Heizungsgesetz noch viele Streitpunkte. Das gruene Wirtschaftsministerium zeigt sich bei einigen Details kompromissbereit. Das Gesetz soll aber schnell in den Bundestag gebracht werden. Alle Streitpunkte koenne man im Parlament klaeren, meint die SPD und kritisiert die FDP: Es nervt auch die Fraktionsspitzen, und von daher hoffe ich immer noch,"
Tagesschau,01 Streit um Heizungsgesetz,Sachinhalt,Judith Rakers,Moderation,"Die Regierungsfraktionen von SPD, Bündnis 90/Die Grünen und FDP haben die Einbringung des Gebäudeenergiegesetzes (Heizungsgesetzes) in den Bundestag verschoben. Hintergrund sind grundsätzliche Bedenken der FDP. Der Koalitionspartner besteht - anders als SPD und Grüne - auf eine grundsätzliche Überarbeitung des Gesetzentwurfs. Damit sinkt die Wahrscheinlichkeit, dass das Gesetz - wie ursprünglich geplant - noch vor der parlamentarischen Sommerpause verabschiedet wird. O-Ton",2023-05-23,20:00:42.13,"2'18""",
Tagesschau,01 Streit um Heizungsgesetz,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(Dass es nichtaufgesetzt wird, ist ein Wortbruch gegenüber der getroffenen Vereinbarung im Koalitionsausschuss)",2023-05-23,20:00:55.19,"0'08""",
Tagesschau,01 Streit um Heizungsgesetz,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,"(Ich rate allen Beteiligten, verbal abzurüsten)",2023-05-23,20:01:19.21,"0'03""",
Tagesschau,01 Streit um Heizungsgesetz,O-Ton,Christian Dürr (Für die Menschen kommt es nicht darauf an,"wann eine Lesung im Deutschen Bundestag ist,","(Für die Menschen kommt es nicht darauf an, wann eine Lesung im Deutschen Bundestag ist,sondern ob sie ein Gebäudeenergiegesetz haben, was wirklich funktioniert)",2023-05-23,20:01:27.19,"0'08""",
Tagesschau,01 Streit um Heizungsgesetz,O-Ton,Rolf Mützenich,Fraktionsvorsitzender SPD,"(Am Ende würden wir uns allen schaden, wenn das nicht allerSachgerechtigkeit und aller Überzeugung in den Beratungen bis zur Sommerpause auf den Weg gebrachtwird)",2023-05-23,20:02:00.21,"0'15""",
Tagesschau,01 Streit um Heizungsgesetz,O-Ton,Friedrich Merz,Fraktionsvorsitzender CDU/CSU,"(Es wäre gut, wenn der Bundeskanzler ""baldmöglich"" dieFührung dieser Koalition übernimmt, und dafür sorgt, dass dieses Chaos ein Ende hat)",2023-05-23,20:02:24.19,"0'08""",
Tagesschau,Bundestag: Diskussion Heizungsgesetz Mi 20:00 02,Einspieler,,,,2023-05-23,,"2'11""","Hier ist das Erste Deutsche Fernsehen mit der tagesschau. Diese Sendung wurde vom NDR live untertitelt (23.05.2023) Heute im Studio: Judith Rakers. Guten Abend, ich begruesse Sie zur tagesschau. Der Streit ueber das Heizungsgesetz wird zur Belastungsprobe fuer die Koalition. Wegen Bedenken der FDP wird der Entwurf diese Woche nicht - wie vorgesehen - in erster Lesung im Bundestag beraten. Damit steht der Zeitplan auf der Kippe. Minister Habeck wirft dem Koalitionspartner FDP Wortbruch vor. Die Waermewende fuer Deutschlands Haeuser heizt in der Koalition die Stimmung auf. Scharf kritisiert der Wirtschaftsminister den Widerstand der FDP gegen sein Gebaeudeenergiegesetz. Dass es nicht aufgesetzt wird, ist ein Wortbruch der Vereinbarung, die wir nach dem Koalitionsausschuss getroffen haben. Auf Twitter Wortgefechte, laut FDP gehoeren ""von 170 Seiten 120 in die Tonne"". Ein Gruener nennt die FDP ""unzuverlaessig und destruktiv."" Arbeitsverweigerung werfen die Gruenen der FDP vor. Ich rate allen Beteiligten dazu, verbal abzuruesten. Ziel muesse ein gutes Gesetz sein. Der Zeitplan? Zweitrangig. Fuer die Menschen kommt es nicht darauf an, wann eine Lesung im Bundestag ist. Fuer die Menschen kommt es darauf an, ob das Gebaeudeenergiegesetz funktioniert. Die FDP fuerchtet einen zu starken Fokus auf die Waermepumpe, will Technologieoffenheit und einen neuen Entwurf. Eigentlich soll ab 2024 jede neue Heizung zu 65 % mit erneuerbarer Energie laufen. Nun ist fraglich, ob das Gesetz vor der Sommerpause kommt. Die SPD sieht Diskussionsbedarf, mahnt aber: Am Ende schaden wir uns allen, wenn das nicht in Sachgerechtigkeit"
Tagesschau,02 Bundestag: Diskussion Heizungsgesetz,Sachinhalt,Susanne Daubner,Moderation,Der Bundestag hat sich in einer aktuellen Stunde mit dem Gesetzentwurf zum Gebäudeenergiegesetz (Heizungsgesetz) von Bundeswirtschaftsminister Robert Habeck beschäftigt. Die Union lehnt den Gesetzentwurf ab und stellte die Handlungsfähigkeit der Ampel-Koalition in Frage. 15.11.2023 09:44 Seite 13 von 36 NDR Copyright (c) 2004,2023-05-24,20:03:27.24,"2'11""",
Tagesschau,02 Bundestag: Diskussion Heizungsgesetz,Bildinhalt,Susanne Daubner,Moderation,"Parlamentsdebatte/Bundestagsdebatte; Robert Habeck an seinem Platz neben Renate Künast (beide lachend, Emotion) O-Ton",2023-05-24,20:03:27.24,"2'11""",
Tagesschau,02 Bundestag: Diskussion Heizungsgesetz,O-Ton,Jens Spahn,stellvertretender Fraktionsvorsitzender CDU/CSU,"(Sie sorgen sich um Zeitpläne und Formalien,streiten auf Twitter; nur um die existentiellen Ängste der Leute im realen Leben, um die kümmert sich geradekeiner; liebe Kollegen von der Ampel, das ist machtvergessen, selbstbezogen, unwürdig - beenden Siedieses Schauspiel, ziehen Sie den Gesetzentwurf zurück)",2023-05-24,20:03:42.16,"0'22""",
Tagesschau,02 Bundestag: Diskussion Heizungsgesetz,O-Ton,Marc Bernhard,Fraktion AfD,"(Jetzt muss auch dieser ""Heizungs-Hammer"" weg; es ist doch völlig absurd,dass den Menschen ""verboten werden soll mit Gas zu heizen)",2023-05-24,20:04:22.24,"0'10""",
Tagesschau,02 Bundestag: Diskussion Heizungsgesetz,O-Ton,Amira Mohamed Ali,Fraktionsvorsitzende Die Linke,"(Bauministerin Geywitz und der SPD fällt erst jetzt auf,dass die Mehrkosten für die Wärmepumpen und die notwendigen Umbauten in Mehrfamilienhäusern auf dieMieter abgewälzt werden, und dadurch die Mieten massiv steigen)",2023-05-24,20:04:33.07,"0'17""",
Tagesschau,02 Bundestag: Diskussion Heizungsgesetz,O-Ton,Lukas Köhler,stellvertretender Fraktionsvorsitzender FDP,"(Es ist klar, dass es eine Novelle desGebäudeenergiegesetzes braucht; es ist auch klar, so wie es aus der Regierung gekommen ist, wird es nichtdurch dieses Parlament gehen, es braucht eine Novellierung, hier ist der richtige Ort, wo wir das diskutierenkönnen)",2023-05-24,20:04:59.10,"0'14""",
Tagesschau,02 Bundestag: Diskussion Heizungsgesetz,O-Ton,Andreas Audretsch,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,"(Das Gesetz mussberaten werden, muss hier beraten werden; das ist Aufgabe von uns Parlamentariern, lass Sie uns dieBlockade an der Stelle auflösen)",2023-05-24,20:05:22.21,"0'09""",
Tagesschau,Verhandlungen Gebäudeenergie-Gesetz Di 20:00 05,Einspieler,,,,2023-05-24,,"2'00""","Hier ist das Erste Deutsche Fernsehen mit der tagesschau. Diese Sendung wurde vom NDR live untertitelt (24.05.2023) Heute im Studio: Susanne Daubner. Guten Abend, ich begruesse Sie zur tagesschau. In mehreren Bundeslaendern ging die Polizei und Staatsanwaltschaft mit einer Razzia gegen die Letzte Generation vor. Dabei durchsuchten die Beamten Raeume, beschlagnahmten Konten und sperrten die Webseite der Aktivisten. Die Generalstaatsanwaltschaft Muenchen verdaechtigt die Gruppe, eine kriminelle Vereinigung gegruendet zu haben. Mit umstrittenen Klebeaktionen protestiert die Letzte Generation regelmaessig fuer mehr Klimaschutz. Heute Morgen durchsuchten Ermittler Wohnungen und Geschaeftsraeume der Letzten Generation. Es wird neben Faellen von Noetigung auch wegen versuchter Sabotage an der ÈOl-Pipeline Triest-Ingolstadt ermittelt. Diese Unterlagen werden ausgewertet. Am Ende der Auswertung der umfangreichen Unterlagen steht ein Ermittlungsergebnis und eine gesamte Bewertung. Ziel sei das Auffinden von Beweismitteln zu Mitgliederstruktur und Finanzierung. Die Gruppierung soll 1,4 Mio. Euro an Spenden gesammelt haben, um Straftaten zu finanzieren, so die Staatsanwaltschaft. Auch die Wohnung des Klimaaktivisten Ingo Blechschmidt wurde durchsucht. Er betreibt Website und Hotline. Eine kriminelle Vereinigung ist etwas ganz Erhebliches. Gangsterbanden, die sich zusammenschliessen, um nachts Straftaten zu begehen, das sind Kriminelle. Die Menschen der Letzten Generation und ich vom Klimacamp engagieren uns friedlich fuer Klimagerechtigkeit. Am Mittag kuendigten die Aktivisten an, weiterzumachen:"
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,Sachinhalt,Constantin Schreiber,Moderation,Der Gesetzentwurf von Robert Habeck (Bündnis 90/Die Grünen) zu mehr Klimaschutz in Gebäuden hat in der Regierungskoalition und darüber hinaus in den vergangenen Wochen für reichlich Ärger gesorgt. Nun zeigt sich der Bundeswirtschaftsminister bei wichtigen Stellschrauben gesprächsbereit und will mit seinen Koalitionskollegen Kompromisslinien ausarbeiten. Bildinhalt,2023-05-30,20:08:05.16,"2'00""",
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,Bildinhalt,Constantin Schreiber,Moderation,Handwerker installieren Wärmepumpe in Heizungskeller,2023-05-30,20:08:05.16,"0'22""",
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,Bildinhalt,Constantin Schreiber,Moderation,"Bundesministerium für Wirtschaft und Klimaschutz (Schild nah), Schriftzug",2023-05-30,20:08:28.05,"0'07""",
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,Bildinhalt,Constantin Schreiber,Moderation,Grafik: Gebäudeenergiegesetz geplante Nachbesserungen O-Ton,2023-05-30,20:08:35.21,"0'18""",
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,Jens Bernatschke,Monteur,(Lange Lieferzeiten für Wärmepumpen),2023-05-30,20:08:15.04,"0'08""",
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,Frank Schäffler,Fraktion FDP,"(Müssen auf Anreize setzen; Menschen müssen selbst entscheiden, welcheHeizungen sie einbauen oder nicht und das muss man über den Preis gestalten und nicht über einseitigeordnungsrechtliche Maßnahmen)",2023-05-30,20:08:59.23,"0'14""",
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Sehr ärgerlich, dass wir momentan in einerblockierten Situation sind; FDP muss jetzt den Schritt machen, dass wir wieder handlungsfähig sind)",2023-05-30,20:09:23.10,"0'09""",
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,Kevin Kühnert,Generalsekretär SPD,"(Es ist ""Pseudo-Stärke, wenn ein Regierungschef, nur um zu zeigen,was er für ein toller Hengst ist, die ganze Zeit auf den Tisch hauen muss""; gute, moderne Führung bestehtnicht darin, der ""lauteste Maxe"" zu sein)",2023-05-30,20:09:39.20,"0'09""",
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,Sarah Frühauf,Korrespondent,Aufsager,2023-05-30,20:09:49.17,"0'16""",
Tagesschau,Koalitionskrach und AfD-Hoch So 20:00 03,Einspieler,,,,2023-05-30,,"1'41""","Hier ist das Erste Deutsche Fernsehen mit der tagesschau. Diese Sendung wurde vom NDR live untertitelt (30.05.2023) Heute im Studio: Constantin Schreiber. Guten Abend, ich begruesse Sie zur tagesschau. Erstmals seit Beginn des Angriffskriegs gegen die Ukraine wurde Moskau offenbar Ziel eines groesseren Drohnenangriffs. Mehrere Gebaeude seien beschaedigt worden, hiess es. Laut Verteidigungsministerium hat die Flugabwehr einige Objekte zerstoert. Praesident Putin kuendigte an, die Luftverteidigung verstaerken zu wollen. Er wies der Ukraine die Schuld an dem Vorfall zu und sprach von einer Provokation. Schaeden an einem mehrstoeckigen Wohngebaeude in Moskau, offenbar verursacht von einer Drohne. Die Bewohner mehrerer Haeuser in Moskau wurden am Morgen evakuiert. Der Schock bei Anwohnern ist gross. Zunaechst einmal ist es besorgniserregend. Wir dachten so etwas nicht. Es schien immer weit weg, jetzt es ist Moskau. Die russische Regierung macht die Ukraine fuer die Drohnenangriffe verantwortlich. Kiew bestreitet dies. Moskau, das die Ukraine seit ueber einem Jahr angreift, wirft der Ukraine Terrorismus vor. Das Kiewer Regime hat einen anderen Weg gewaehlt. Sie versuchen, Russland, unsere Buerger, zu veraengstigen. Offiziell spricht die russische Regierung von acht Drohnen, Todesopfer gaebe es keine. Anders in Kiew."
Tagesschau,03 Koalitionskrach und AfD-Hoch,Bildinhalt,Julia-Niharika Sen,Moderation,Twitter-Mitteilung (Tweet) von Friedrich Merz (@_FriedrichMerz): macht das Gendern in Nachrichtensendungen verantwortlich für Wählerabwanderung in Richtung der AfD O-Ton,2023-06-04,20:06:31.04,"0'12""",
Tagesschau,03 Koalitionskrach und AfD-Hoch,O-Ton,Bijan Djir-Sarai,Generalsekretär FDP,"(zum Heizungsgesetz/Gebäudeenergiegesetz: ""Es wäre schlecht fürdie Politik insgesamt. Es wäre schlecht für das Ansehen dieser Bundesregierung, am Ende des Tages einschlechtes Gesetz zu machen"")",2023-06-04,20:06:24.07,"0'06""",
Tagesschau,03 Koalitionskrach und AfD-Hoch,O-Ton,Mario Czaja,Generalsekretär CDU,"(""Es geht im Kern nicht um die wahren Sorgen der Menschen. Es gehtnicht um Inflation. Es geht nicht um die Fragen bei der Gesundheitspolitik. es geht nicht um das Chaos beiden Heizungen. Sondern es wird der Eindruck entwickelt, dass wenige Randthemen eine Rolle spielen"")",2023-06-04,20:06:44.02,"0'13""",
Tagesschau,03 Koalitionskrach und AfD-Hoch,O-Ton,Oliver Sallet (in Berlin),Korrespondent,Aufsager,2023-06-04,20:06:57.21,"0'18""",
Tagesschau,Demonstration gegen Heizungspläne von Robert Sa 20:00 03,Einspieler,,,,2023-06-04,,"1'30""","Hier ist das Erste Deutsche Fernsehen mit der tagesschau. Diese Sendung wurde vom NDR live untertitelt (04.06.2023) Heute im Studio: Julia-Niharika Sen. Guten Abend, ich begruesse Sie zur tagesschau. In Polen gingen heute Hunderttausende gegen die Politik der nationalkonservativen Regierung auf die Strasse. Gefordert wurden freie Wahlen und ein demokratisches, europaeisches Polen. Letzter Ausloeser fuer die Proteste war ein Gesetz fuer eine Untersuchungskommission. Diese soll russische Einflussnahme auf die Politik pruefen. Die Opposition sieht darin den Versuch, gegen politische Gegner vorzugehen. V.a. gegen Ex-Regierungschef Donald Tusk. Ganz vorn marschiert Donald Tusk, Chef der Oppositionspartei PO. Er hatte zu dem Marsch gegen die Regierung aufgerufen. Neben ihm Lech Walesa, eine Legende in Polen im Kampf gegen Kommunismus und fuer Demokratie. Dass 34 Jahre nach den ersten halbfreien Wahlen in Polen fuer viele die Demokratie auf dem Spiel steht: Es trieb Hunderttausende auf die Strasse. Die Demokratie stirbt in der Stille. Heute werden wir nicht still sein. Ihr erhebt eure Stimme im Namen von 38 Millionen Polen. Fuer die Demokratie, damit sie nicht stirbt."
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,Sachinhalt,Susanne Daubner,Moderation,In Erding haben mehrere tausend Menschen gegen das geplante Heizungsgesetz der Bundesregierung demonstriert. Unabhängig von den Organisatoren hatte auch die AfD zur Teilnahme aufgerufen. Von ihnen durfte bei der Veranstaltung allerdings niemand auftreten. Hauptredner war der bayerische Ministerpräsident Markus Söder. Er wurde mit Protestrufen empfangen. Bildinhalt,2023-06-10,20:05:11.03,"1'30""",
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,Bildinhalt,Susanne Daubner,Moderation,"Kundgebung; Markus Söder auf Bühne wird ausgebuht; Demonstranten skandieren ""Hau ab!""; Protestplakate u.a. gegen Bundesregierung; einzelne Gegendemonstranten",2023-06-10,20:05:11.03,"1'17""",
